date,tmean,tmin,tmax,n_stations,stations
2025-12-19,5.38,-0.15,10.92,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-20,8.85,6.98,10.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-21,-1.25,-2.85,0.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-22,-1.59,-7.33,4.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-23,2.07,-0.75,4.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-24,1.68,2.17,1.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-25,-1.92,-2.65,-1.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-26,-8.75,-12.05,-5.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-27,-5.69,-10.07,-1.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-28,2.32,-0.78,5.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-29,4.69,1.85,7.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-30,-1.06,-3.9,1.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2025-12-31,-4.78,-5.63,-3.93,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-01,-8.71,-12.67,-4.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-02,-8.98,-13.17,-4.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-03,-6.33,-11.92,-0.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-04,1.31,-1.13,3.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-05,-1.07,-3.3,1.15,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-06,-3.5,-8.28,1.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-07,0.87,-0.6,2.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-08,-5.81,-9.02,-2.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-09,-2.52,-8.62,3.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-10,3.3,3.87,2.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-11,-7.01,-9.37,-4.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-12,-5.72,-11.1,-0.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-13,-0.01,0.42,-0.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-14,-3.77,-9.57,2.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-15,6.9,3.45,10.35,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-16,3.76,-1.28,8.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-17,2.87,0.52,5.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-18,2.48,-2.57,7.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-19,-1.15,-1.05,-1.25,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-20,-8.06,-11.73,-4.38,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-21,-8.64,-11.25,-6.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-22,-10.27,-14.67,-5.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-23,-6.35,-11.13,-1.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-24,-5.73,-8.05,-3.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-25,-5.97,-10.3,-1.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-26,-5.88,-10.88,-0.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-27,-3.59,-6.18,-1.0,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-28,-6.68,-11.2,-2.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-29,-4.53,-8.48,-0.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-30,-6.88,-11.45,-2.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-01-31,-5.4,-10.13,-0.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-01,-2.78,-5.9,0.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-02,-3.58,-5.38,-1.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-03,-2.59,-7.87,2.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-04,1.38,-2.55,5.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-05,4.86,0.1,9.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-06,-3.78,-6.5,-1.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-07,-7.48,-10.7,-4.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-08,-9.42,-13.6,-5.23,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-09,-4.42,-10.27,1.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-10,0.0,-4.02,4.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-11,1.72,0.12,3.33,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-12,1.2,-4.18,6.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-13,4.85,-0.75,10.45,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-14,6.39,1.48,11.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-15,7.02,4.35,9.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-16,1.08,-3.27,5.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-17,1.24,-3.82,6.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-18,2.14,-3.2,7.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-19,0.53,-5.37,6.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-20,4.72,-2.15,11.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-21,9.62,2.47,16.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-22,9.99,7.48,12.5,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-23,1.62,-3.27,6.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-24,-0.58,-0.97,-0.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-25,4.04,-1.12,9.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-26,5.08,1.55,8.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-27,6.43,4.48,8.38,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-02-28,6.34,0.55,12.13,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-01,5.71,2.68,8.73,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-02,4.02,4.67,3.38,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-03,5.73,1.5,9.97,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-04,4.86,-0.15,9.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-05,6.17,-0.27,12.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-06,0.49,-0.57,1.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-07,-0.32,-4.42,3.77,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-08,0.21,-5.68,6.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-09,1.38,-2.2,4.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-10,2.46,-3.1,8.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-11,3.73,-2.2,9.65,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-12,4.89,-1.1,10.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-13,4.68,-0.48,9.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-14,5.71,0.25,11.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-15,4.49,2.97,6.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-16,6.65,-0.13,13.43,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-17,8.54,1.7,15.38,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-18,5.58,4.18,6.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-19,4.73,-0.9,10.37,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-20,5.75,-1.28,12.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-21,7.96,0.7,15.22,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-22,10.24,3.85,16.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-23,10.97,3.65,18.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-24,11.45,4.92,17.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-25,13.08,8.6,17.55,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-26,12.22,4.93,19.52,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-27,13.01,6.55,19.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-28,11.92,5.07,18.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-29,13.68,6.95,20.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-30,12.92,9.17,16.67,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-03-31,12.3,8.77,15.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-01,12.05,9.63,14.47,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-02,10.55,4.08,17.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-03,13.68,6.3,21.07,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-04,10.81,8.22,13.4,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-05,10.65,4.27,17.03,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-06,9.55,8.1,11.0,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-07,6.49,1.27,11.72,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-08,8.03,-0.5,16.57,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-09,8.4,7.02,9.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-10,9.78,10.77,8.78,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-11,12.28,6.5,18.05,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-12,14.91,6.33,23.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-13,17.87,9.62,26.12,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-14,16.43,12.08,20.77,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-15,17.53,10.18,24.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-16,16.11,9.6,22.62,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-17,12.19,9.55,14.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-18,17.07,8.37,25.77,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-19,19.52,13.62,25.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-20,14.28,12.88,15.68,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-21,10.38,1.23,19.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-22,13.55,9.02,18.08,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-23,14.83,8.57,21.1,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-24,14.77,6.55,22.98,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-25,17.18,8.78,25.58,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-26,17.01,10.22,23.8,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-27,16.03,9.93,22.13,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-28,13.99,11.38,16.6,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-29,11.3,6.18,16.42,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-04-30,13.93,9.02,18.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-01,13.66,6.3,21.02,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-02,15.93,9.6,22.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-03,11.73,11.58,11.88,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-04,11.94,6.7,17.18,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-05,13.0,5.37,20.63,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-06,15.46,7.65,23.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-07,15.95,10.42,21.48,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-08,13.74,9.17,18.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-09,13.63,6.37,20.9,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-10,16.97,9.12,24.83,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-11,16.41,10.97,21.85,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-12,16.14,14.03,18.25,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-13,18.43,11.92,24.95,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-14,20.89,14.47,27.32,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-15,20.13,12.73,27.53,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-16,21.89,14.92,28.87,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-17,21.41,14.62,28.2,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-18,22.38,15.5,29.27,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-19,20.82,15.33,26.3,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-20,13.92,14.08,13.75,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-21,15.47,13.67,17.28,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
2026-05-22,18.15,13.13,23.17,6,"가덕산,금단산,노성산,삼승산,시루산,염동산"
